baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast	p0_axenic
WP_011102984.1	4.46564186117967	-0.606287968870256	0.435754451334104	-1.39135232471877	0.164118614104605	0.343444128384331	plant_col_0_vs_ctrl	2.66965403310167e-05
WP_046463702.1	2.26986674330914	-3.63064781609437	0.662245816132733	-5.48232654348199	4.19768498469727e-08	1.35328906188072e-06	plant_col_0_vs_ctrl	1.10869759651758e-05
WP_005769555.1	96.6582406954667	0.444788019880596	0.209514651569372	2.1229447036229	0.0337584858103966	0.119982598836366	plant_col_0_vs_ctrl	0.000701290399785606
WP_011102986.1	61.5141857907455	0.132513009533601	0.206187016285255	0.642683578825703	0.520429438420664	0.690237677511881	plant_col_0_vs_ctrl	0.000733476468220778
WP_002551514.1	0	NA	NA	NA	NA	NA	plant_col_0_vs_ctrl	0
WP_002551515.1	3.23369364263835	0.0718734137066561	0.693164373428765	0.103688845621323	0.917416278842692	0.954790270095509	plant_col_0_vs_ctrl	6.99230501580118e-05
WP_005769553.1	28.573135355085	0.179815159690866	0.264726965284935	0.679247614602932	0.496980982512433	0.671254155963353	plant_col_0_vs_ctrl	0.000275603619671234
WP_011102988.1	79.1412766522736	0.325665054113557	0.179458268600654	1.81471189181176	0.0695681965964297	0.195101570593375	plant_col_0_vs_ctrl	0.000656142762991086
WP_005769547.1	58.3766088812167	0.109986910909665	0.217797846482166	0.504995401406188	0.613562065867041	0.754118288108512	plant_col_0_vs_ctrl	0.000176670530407689
WP_010208311.1	119.830276224103	0.382640847179839	0.163438615923195	2.3411899630847	0.0192223838246825	0.0806764334946065	plant_col_0_vs_ctrl	0.00094023083452503
WP_005769539.1	121.955667590104	0.892208319867712	0.188223250382848	4.74015998583041	2.13549532703659e-06	5.25649288945561e-05	plant_col_0_vs_ctrl	0.000775003144338584
WP_005769538.1	8.8406404038672	0.077843907337686	0.44189889958902	0.176157730671163	0.860170027461328	0.923548308294022	plant_col_0_vs_ctrl	6.57844107520985e-05
WP_005769536.1	136.355396816366	0.159348811600653	0.239839778993609	0.664396924769094	0.506436300584924	0.678940685622264	plant_col_0_vs_ctrl	0.000405453140473989
WP_005769534.1	22.9004703396031	0.136394092055581	0.280421840753654	0.486388976297322	0.626691404951955	0.765862726682312	plant_col_0_vs_ctrl	0.000417413340704805
WP_004655323.1	27.1837582953001	-0.238100390577151	0.350057869595331	-0.680174369033318	0.496394059454487	0.671006886305267	plant_col_0_vs_ctrl	0.000393171865677488
WP_005769533.1	62.3220578622531	1.15229545815149	0.240476649591155	4.79171453906466	1.65362069106954e-06	4.24235223772278e-05	plant_col_0_vs_ctrl	0.00038699647858275
WP_005769531.1	26.6522074847859	0.0705034013241064	0.317739790547519	0.221890375148222	0.824399223300172	0.901258833884727	plant_col_0_vs_ctrl	1.26049922812202e-05
WP_005769528.1	3.226531504795	1.08571870216887	0.448201140541054	2.42239165401993	0.0154187228229225	0.0686980334979292	plant_col_0_vs_ctrl	0
WP_010208319.1	74.4723313400013	0.601454544996719	0.227627416816205	2.64227637166553	0.00823508276412164	0.0445771270574965	plant_col_0_vs_ctrl	0.000645475409219246
WP_011102991.1	100.413033840097	0.818435150690635	0.263506654140245	3.10593731820922	0.00189676918180958	0.0149890024497447	plant_col_0_vs_ctrl	0.000892451524534975
WP_011102992.1	49.2855630807363	0.85954860049933	0.31165813448066	2.75798545073005	0.00581587863962835	0.0345069151207916	plant_col_0_vs_ctrl	0.00039977280377739
WP_011102993.1	111.660315414015	0.233185275304875	0.177376061095235	1.31463780323589	0.188631658823029	0.371765002944153	plant_col_0_vs_ctrl	0.000863817155757252
WP_005769516.1	48.912486346095	0.0632027059350583	0.197022117036406	0.320789903619702	0.748369611118546	0.850487231742375	plant_col_0_vs_ctrl	0.000466290542102041
WP_005769514.1	31.6207438600808	1.06370606823854	0.325316045508833	3.26976207575243	0.00107637977157	0.00949455570903025	plant_col_0_vs_ctrl	0.000291842262936933
WP_003378039.1	6.40011489115692	0.00845155973984579	0.406170974039668	0.020807887023016	0.983398906167564	0.991665949664283	plant_col_0_vs_ctrl	6.57593254293031e-05
WP_011102994.1	4.74746437479898	0.411991071413681	0.388824265908215	1.05958168647564	0.289334948768069	0.48306471968931	plant_col_0_vs_ctrl	4.73245531616999e-06
WP_007247222.1	37.8992758251167	0.637457941482516	0.259672898014085	2.45484972192954	0.0140943494970405	0.0648336803394944	plant_col_0_vs_ctrl	0.000255173527142985
WP_011102995.1	48.999030148236	1.01327456117536	0.29734347010451	3.40775790643466	0.00065498978317192	0.00668346483089364	plant_col_0_vs_ctrl	0.000627987084206721
WP_005769505.1	23.6255031611642	-0.140724226492966	0.323850891752482	-0.434534009560551	0.66390070359134	0.795065832736112	plant_col_0_vs_ctrl	0.000134883686319323
WP_005769504.1	78.8021161475733	0.590461300509472	0.234975275640555	2.51286565746053	0.0119754928681255	0.0575550402619806	plant_col_0_vs_ctrl	0.000528442779007009
WP_011102996.1	98.7423249003483	0.261229106571368	0.180880331560837	1.44420957390553	0.148680032640863	0.32144887769179	plant_col_0_vs_ctrl	0.000487396278975037
WP_011102997.1	67.0839123707684	0.246658291621696	0.245059366962492	1.0065246420858	0.31416326396913	0.507537370571858	plant_col_0_vs_ctrl	0.000545630790074805
WP_011102998.1	82.0291666252649	0.630258586280788	0.240326242642784	2.62251254523873	0.00872840542941219	0.0464876914902758	plant_col_0_vs_ctrl	0.000514048404117626
WP_007247215.1	52.3471841578196	-0.11923416531127	0.182852765038935	-0.652077453058376	0.514351208362618	0.684861641836629	plant_col_0_vs_ctrl	0.000397247057129162
WP_011103000.1	0	NA	NA	NA	NA	NA	plant_col_0_vs_ctrl	0
WP_007247213.1	119.840176363876	0.508688558555857	0.174614110659354	2.91321564239578	0.0035772747450763	0.0239119484336018	plant_col_0_vs_ctrl	0.000947192421255346
WP_007247212.1	111.401101103372	0.98122912705017	0.225084123532431	4.35938844397789	1.30426420412622e-05	0.00026106782943032	plant_col_0_vs_ctrl	0.00055770055794614
WP_011103001.1	1.11331488274409	1.07105953937901	1.0870116611774	0.985324792393573	0.324464558452005	0.518204465778454	plant_col_0_vs_ctrl	2.88097782280818e-05
WP_011103002.1	6.85666278497503	-0.325900786721572	0.448841904648481	-0.726092602643257	0.467782003578671	0.64811602841982	plant_col_0_vs_ctrl	3.55683826988517e-05
WP_046463328.1	44.2929630774876	-0.0898783780724442	0.332684435592724	-0.270161054911731	0.787036352676458	0.87626811748245	plant_col_0_vs_ctrl	0.000211251540353873
WP_011103004.1	45.0354682762093	0.0593210208317726	0.219422286545416	0.27035093729868	0.786890281449492	0.87626811748245	plant_col_0_vs_ctrl	0.000295570348058043
WP_005738602.1	15.9205463257544	0.174560984887557	0.262966829743931	0.663813702502096	0.506809554552556	0.679039061138272	plant_col_0_vs_ctrl	9.82979941826766e-05
WP_005769477.1	30.9217809783005	-0.101583390741506	0.226131796749484	-0.449222056348152	0.653271478039555	0.785953763044286	plant_col_0_vs_ctrl	0.000217586045916733
WP_005769473.1	10.1490328012037	0.670939136335672	0.342720589330115	1.95768552349626	0.0502669249588223	0.156114584505533	plant_col_0_vs_ctrl	0.000124452406214754
WP_046463329.1	94.6867751240471	0.127160228690712	0.180409300520047	0.704842978295246	0.480907959025405	0.65882478962496	plant_col_0_vs_ctrl	0.00045530351816395
WP_005769469.1	35.2302812889521	0.277555919796678	0.24649760209293	1.12599845775392	0.260166172121783	0.454573316565781	plant_col_0_vs_ctrl	0.000519571481490281
WP_007247202.1	15.931990672512	-0.000725357456141221	0.266722604700301	-0.00271951999327638	0.997830139659209	0.99865252713695	plant_col_0_vs_ctrl	0.000154260966874685
WP_011103008.1	177.469792068855	1.12572551295738	0.225254001685336	4.99758274896237	5.80534296067451e-07	1.69190915245898e-05	plant_col_0_vs_ctrl	0.000716721704151832
WP_005769461.1	4.86680108506882	-1.57713468309907	0.28036176159534	-5.62535587636741	1.85125915926966e-08	6.42298773068512e-07	plant_col_0_vs_ctrl	0
WP_011103010.1	31.9936272616551	-0.0111412922144692	0.223344398435883	-0.0498839115397273	0.960214898072514	0.980124089010415	plant_col_0_vs_ctrl	0.000219950401336721
WP_011103011.1	77.6041560488503	0.258371417661312	0.209178020541222	1.23517479031884	0.216765459403002	0.406003377174877	plant_col_0_vs_ctrl	0.000705501952272197
WP_011103012.1	40.0884563824255	-0.401243490212309	0.272800205128241	-1.47083280243022	0.141336339034735	0.311110745077668	plant_col_0_vs_ctrl	0.000338428663404474
WP_005768135.1	106.682207463255	0.637631521788434	0.248414717653805	2.56680251400019	0.0102641050655702	0.0517896603239227	plant_col_0_vs_ctrl	0.000147510717863526
WP_005768137.1	46.8027867627784	0.180128732421711	0.286658980216331	0.628372892018853	0.529759690932573	0.694677212060159	plant_col_0_vs_ctrl	0.000443077864698071
WP_003379415.1	28.1776739449431	0.213946925173885	0.287572755170568	0.743974946607813	0.456891632055422	0.639683403373521	plant_col_0_vs_ctrl	0.000309617064498753
WP_005768138.1	9.01660560669576	0.696066213105676	0.4242822890782	1.64057334238004	0.10088601237928	0.24761238186782	plant_col_0_vs_ctrl	1.76482696588054e-05
WP_005768139.1	61.3661889062708	0.109801188334757	0.190759993228011	0.575598617281948	0.564886515882841	0.718573678496271	plant_col_0_vs_ctrl	0.0004296204766812
WP_003379418.1	13.7085374673271	-0.0995151429455053	0.526699917957446	-0.188940874210551	0.850139157504297	0.918687383701381	plant_col_0_vs_ctrl	7.1296020727216e-05
WP_005613459.1	1.49511884709741	0.846025976272797	0.721240757363737	1.17301465236819	0.240789929921169	0.431904340080167	plant_col_0_vs_ctrl	8.84044118208002e-06
WP_005768141.1	26.0568090689743	0.743376763781953	0.340741507318992	2.18164428992217	0.029135795456737	0.10864043280337	plant_col_0_vs_ctrl	0.000258908657982965
WP_005768143.1	10.7666391078873	-6.85936031780902	0.694373604031647	-9.87848656398004	5.16064044554889e-23	1.17501332144591e-20	plant_col_0_vs_ctrl	0.000471061719962853
WP_011103014.1	9.78957611785074	-1.51481782376261	0.400298792436777	-3.78421782024702	0.000154192739027656	0.00216047749337596	plant_col_0_vs_ctrl	0.000505632968693441
WP_005768144.1	22.932517744916	0.029747255627652	0.32897927332854	0.0904228869091837	0.927951170065809	0.959698580765429	plant_col_0_vs_ctrl	0.000208400961912914
WP_005768145.1	23.1321944932048	0.096874885397657	0.294088316795035	0.329407459818181	0.741847730032071	0.846133775988364	plant_col_0_vs_ctrl	0.00025945561981399
WP_005768148.1	47.7458691500826	0.333257333678137	0.204151258885273	1.63240401013358	0.102594404918888	0.250671641260569	plant_col_0_vs_ctrl	0.000542295016696571
WP_005768150.1	127.776103387974	0.477564475401567	0.190022575040973	2.51319863073424	0.0119641950951903	0.0575550402619806	plant_col_0_vs_ctrl	0.000998244125787131
WP_011103015.1	34.7428291781127	-0.0156288674357305	0.25042643095658	-0.0624090171953148	0.950237114276214	0.972647020689732	plant_col_0_vs_ctrl	0.000475989497377033
WP_005768154.1	72.739502641825	0.558059506842612	0.233769943469922	2.38721667362004	0.0169764825468227	0.073363375940777	plant_col_0_vs_ctrl	0.000297013219654825
WP_011103017.1	57.8004913957704	0.176353786464745	0.235054295443481	0.750268299211527	0.45309313114128	0.637304353956635	plant_col_0_vs_ctrl	0.000688163942170548
WP_011103018.1	12.087376428466	-0.503593603190225	0.320592543225299	-1.5708213239268	0.116224157489679	0.274581456378017	plant_col_0_vs_ctrl	0.000184703790899708
WP_005768167.1	0.614977435003813	0.764453857058703	1.39885387301028	0.546485856606042	0.58473200717119	0.731768705642269	plant_col_0_vs_ctrl	1.50560512311339e-05
WP_011103021.1	56.1737068030126	0.51234748944472	0.238107933438861	2.15174472368547	0.0314174655843719	0.113734665410832	plant_col_0_vs_ctrl	0.000554803168795825
WP_011103022.1	1.054325517532	-0.287196102556104	0.617903669100972	-0.464791061969197	0.642081089114489	0.777168738611824	plant_col_0_vs_ctrl	2.62339361539829e-05
WP_046463633.1	38.465767785712	0.280943665028618	0.224541317914406	1.25118916927223	0.210865468776643	0.398235148709609	plant_col_0_vs_ctrl	0.000357883881381
WP_011103024.1	80.8877367853066	0.117544989449204	0.226156616331186	0.519750389602	0.603237561092967	0.747028636194118	plant_col_0_vs_ctrl	0.000682700002534729
WP_005768180.1	4.37775179908041	1.07204254386192	0.660455422587616	1.62318683017505	0.104549472285727	0.253442399781456	plant_col_0_vs_ctrl	0.000123249313449746
WP_005768186.1	0	NA	NA	NA	NA	NA	plant_col_0_vs_ctrl	0
WP_011103025.1	11.0410318555972	-0.0703234047056334	0.447202763837749	-0.157251722020098	0.875046467034932	0.931816155672514	plant_col_0_vs_ctrl	0.000224263438323322
WP_005768190.1	76.555940092944	0.173747797720012	0.173889529898489	0.999184929773744	0.317705114879962	0.511897272670368	plant_col_0_vs_ctrl	0.000116968986905177
WP_057443166.1	115.434259119055	0.388173081037726	0.182445925584112	2.12760619232775	0.0333697483886958	0.119299306555465	plant_col_0_vs_ctrl	0.00115662150302712
WP_005768197.1	30.1897775020429	-1.83384969306024	0.336856169591828	-5.44401396976736	5.2093131940563e-08	1.66469543560939e-06	plant_col_0_vs_ctrl	0.000137663153501541
WP_011103027.1	37.9390886093504	0.0797332432692215	0.19433577766104	0.410285971162202	0.681596181888502	0.804880029374332	plant_col_0_vs_ctrl	0.000546209969646726
WP_003379468.1	0.193559917773131	0.833323067737652	1.9060904319582	0.437189680912225	0.661973792748276	NA	plant_col_0_vs_ctrl	6.90900543479753e-06
WP_011103028.1	0	NA	NA	NA	NA	NA	plant_col_0_vs_ctrl	0
WP_011103029.1	0.00567494051827543	0.708961845926098	6.17324110076998	0.114844347459177	0.908568497391842	NA	plant_col_0_vs_ctrl	8.04170993595131e-07
WP_005768204.1	1.05348785018126	-0.0863356844919989	0.768047045137353	-0.112409370023107	0.910498826212832	0.951232355575953	plant_col_0_vs_ctrl	5.15543640769191e-07
WP_005768530.1	54.3958418755943	0.242335359064791	0.194506549696356	1.24589819439551	0.212801773068618	0.400639203766912	plant_col_0_vs_ctrl	0.000560417050756236
WP_005739893.1	24.2160836129415	0.0347109741392826	0.284005169656579	0.122219515163246	0.902725171452147	0.946095454430429	plant_col_0_vs_ctrl	0.000331798861519797
WP_005768515.1	7.43304011450862	0.0891744459636058	0.399094601463501	0.223441874775049	0.823191616663234	0.900686533027304	plant_col_0_vs_ctrl	3.64516557087368e-05
WP_002555808.1	0.0995105031431937	0.92224552037955	2.77197470428931	0.33270344024153	0.739358152422607	NA	plant_col_0_vs_ctrl	5.77207896262354e-06
WP_005739890.1	55.544963814977	0.391043894102342	0.27039586111335	1.44619038358141	0.148123810191312	0.320817503285939	plant_col_0_vs_ctrl	0.000414022698531731
WP_005768513.1	113.65739121481	0.89333342953215	0.289308502878378	3.08782293172937	0.0020162856983669	0.0157287554585666	plant_col_0_vs_ctrl	0.000238903012306227
WP_005768511.1	51.8328952732517	0.669032437782124	0.349842468296261	1.91238199593184	0.0558272155535792	0.167942647614937	plant_col_0_vs_ctrl	7.69639199252852e-05
WP_005768510.1	8.36087604995317	0.717076186614791	0.503762897688804	1.42343985613994	0.154608685523608	0.330276609201327	plant_col_0_vs_ctrl	0.000111057721328479
WP_007246535.1	11.8920786404938	0.427927502198246	0.349476002428784	1.22448322409619	0.220769991011162	0.410758466421686	plant_col_0_vs_ctrl	0.000226072800654713
WP_011103037.1	29.172215180307	-0.674795852774708	0.327908033928657	-2.05788142696596	0.0396015170462397	0.132721551609431	plant_col_0_vs_ctrl	7.23643194657752e-05
WP_011103038.1	1.79608496375467	0.796443248749669	0.798544859891279	0.997368199024041	0.318585821419175	0.512862636955393	plant_col_0_vs_ctrl	6.18857714131307e-05
WP_011103039.1	5.17090443278581	-0.410079923685393	0.453684213790374	-0.903888456376557	0.366054550811326	0.561602633446594	plant_col_0_vs_ctrl	0.000396065059223534
WP_011103040.1	2.38705767930264	-0.594826461289794	0.498545211249518	-1.19312441052029	0.232820652705352	0.425040435425373	plant_col_0_vs_ctrl	4.74809688176396e-05
WP_005768497.1	3.76424588081328	1.85357309753278	0.60455764624125	3.06599893170999	0.00216944089981062	0.0164995265094156	plant_col_0_vs_ctrl	8.36823258254121e-05
WP_007246537.1	7.54963763036781	1.03247922925918	0.71149648967523	1.45113748871827	0.146741579340658	0.319342636522112	plant_col_0_vs_ctrl	0.000107508632256254
WP_011103041.1	162.512253694427	0.104174252046446	0.163813304598459	0.635932791306534	0.524820228636146	0.692049828708409	plant_col_0_vs_ctrl	0.000923395009895198
WP_005768492.1	66.7419945712887	0.0597490413004702	0.20024521966354	0.298379364066033	0.765413637236548	0.862540520029689	plant_col_0_vs_ctrl	0.000282492900061897
WP_005768491.1	12.9713048023901	-0.227143398742442	0.374310077687202	-0.606832175467789	0.543962292840149	0.704212733765694	plant_col_0_vs_ctrl	0.000174087061178855
WP_011103042.1	41.7344918207716	0.226573765713743	0.245383174579037	0.923346786520457	0.355826513312456	0.550903522310785	plant_col_0_vs_ctrl	0.00045198084641013
WP_003318100.1	72.7055412663835	-0.206012192536785	0.227427108998299	-0.905838329670391	0.36502143000376	0.560612592539501	plant_col_0_vs_ctrl	0.00036457893286322
WP_005768488.1	42.3693607929429	0.0886461012586947	0.354213625084514	0.25026169232633	0.802384979098346	0.887397838146714	plant_col_0_vs_ctrl	0.000296624186409496
WP_003377907.1	7.88852037020831	-0.681807194823347	0.526822470739992	-1.29418776284478	0.195600572626691	0.380764125977004	plant_col_0_vs_ctrl	0.000149804879197457
WP_005613652.1	17.0764979852502	-0.0234307046642312	0.379074930813579	-0.0618102194569915	0.950713965100987	0.972647020689732	plant_col_0_vs_ctrl	5.76424067263451e-05
WP_005613653.1	12.9045922373286	0.25200157753654	0.362983568770717	0.694250647184858	0.487525035469953	0.663945309987678	plant_col_0_vs_ctrl	0.000222232217174338
WP_046463848.1	38.5582229426328	1.11273977403699	0.269139840417884	4.13442979051067	3.55837012445285e-05	0.000611468979404798	plant_col_0_vs_ctrl	0.000467847720634248
WP_074843309.1	9.41793681470027	-0.240093405162445	0.327292971125357	-0.733573361923762	0.463208800913161	0.642845585419674	plant_col_0_vs_ctrl	0.000146374426955227
WP_011103045.1	21.3640548097794	0.0528595212196011	0.325354991521856	0.162467220718973	0.870937939380913	0.930461852509066	plant_col_0_vs_ctrl	6.8783379602356e-05
WP_011103046.1	17.5277443047366	0.155664660311274	0.311671307313253	0.499451366419235	0.617461440144829	0.757632881929138	plant_col_0_vs_ctrl	0.000114392879651585
WP_005771069.1	20.7784260277732	0.452308867552709	0.307046170992238	1.47309724166579	0.140724817107433	0.310359218372295	plant_col_0_vs_ctrl	0.000303762241378754
WP_011103048.1	43.9241146524116	0.668439776713199	0.273665407718826	2.4425439162555	0.0145841550839684	0.0664922376576153	plant_col_0_vs_ctrl	0.00038421604202166
WP_011103049.1	51.8623351930047	0.438571981431811	0.2625147237296	1.67065669765463	0.094789506585144	0.237332077312494	plant_col_0_vs_ctrl	0.000492534686670638
WP_005771075.1	27.5003535804149	0.50494187406951	0.303387619819958	1.66434567886838	0.096043368869603	0.239156522755956	plant_col_0_vs_ctrl	0.000335920710158815
WP_005771077.1	24.5267164071359	0.203431667152796	0.367725274862489	0.553216439171524	0.580115211483043	0.728383322140266	plant_col_0_vs_ctrl	0.000103140009952606
WP_011103050.1	51.1958316114548	0.22133835875106	0.21103480811299	1.048823939189	0.294259157370193	0.486975464374504	plant_col_0_vs_ctrl	0.000447557263996669
WP_003382315.1	0	NA	NA	NA	NA	NA	plant_col_0_vs_ctrl	0
WP_007247117.1	36.7176124278576	-0.102367353754014	0.246342141051603	-0.415549500856904	0.677739685855357	0.80184320290367	plant_col_0_vs_ctrl	0.000411112213515302
WP_011103051.1	24.8253376272492	0.207351187209835	0.260399357789252	0.796281484602006	0.425868444904647	0.616139294991116	plant_col_0_vs_ctrl	0.000225338127223749
WP_011103052.1	68.4495305934638	0.531736690425765	0.24576147059547	2.16362918539424	0.0304928197793773	0.112207416622497	plant_col_0_vs_ctrl	0.000139828177005883
WP_011103053.1	17.1666092629905	0.152154390082802	0.329124432190152	0.462300501577152	0.643865839991404	0.778752740733295	plant_col_0_vs_ctrl	0.000112379322926511
WP_010207549.1	25.9571407213499	-0.533228318333975	0.304680630303631	-1.75012214528565	0.0800972392446407	0.212368444372799	plant_col_0_vs_ctrl	0.000255267013942843
WP_011103055.1	27.584964780131	0.579606121141616	0.316416442398441	1.83178256081825	0.0669838224438541	0.190196465442682	plant_col_0_vs_ctrl	0.000397936419498442
WP_011103056.1	41.3563791615185	0.322890664923933	0.23891760786531	1.35147286886433	0.176544005216446	0.358300730364075	plant_col_0_vs_ctrl	0.000183010459469896
WP_002555947.1	21.6530238665032	0.656914969894183	0.282516577394321	2.32522627858859	0.0200598638955427	0.0832324421087268	plant_col_0_vs_ctrl	0.000173941191778142
WP_005739846.1	40.7204476390337	0.308950976352227	0.231170075370778	1.33646613151246	0.181396963434919	0.363492375023877	plant_col_0_vs_ctrl	0.000170408819032474
WP_044392586.1	151.509528872242	0.850858890798117	0.2145173246194	3.96638776055837	7.29701138792284e-05	0.00114581950371564	plant_col_0_vs_ctrl	0.000805618584043865
WP_005739842.1	31.7186107559001	0.279345126913026	0.171443862067193	1.62936790821677	0.103235158200224	0.251417906520169	plant_col_0_vs_ctrl	1.96052244840107e-05
WP_005613713.1	7.48257889190606	-0.779645461905489	0.356979416720831	-2.18400676730108	0.0289617507915177	0.108212982701024	plant_col_0_vs_ctrl	9.58181133321454e-05
WP_005771123.1	11.4736174836033	0.131252255525553	0.376984872201844	0.348163189570317	0.727717630838514	0.835247425691464	plant_col_0_vs_ctrl	0.000138720875976199
WP_003377258.1	20.1135767154152	-0.00113923829349867	0.394808827934601	-0.00288554412386994	0.997697672089053	0.99865252713695	plant_col_0_vs_ctrl	7.89498169993767e-05
