WP_002552734.1,DAKCFMEO_04350,100.0,213,213,213,3.3e-121,428.7,1,1
WP_002552737.1,DAKCFMEO_04353,98.9,90,90,90,3.7e-42,164.9,1,1
WP_002552818.1,DAKCFMEO_04534,99.1,108,108,108,3.6e-52,198.4,1,1
WP_002552853.1,DAKCFMEO_02621,90.5,63,63,63,1.5e-26,112.5,1,1
WP_002552981.1,DAKCFMEO_00650,99.7,388,388,388,9.5e-220,756.9,1,1
WP_002553016.1,DAKCFMEO_00710,90.3,93,93,93,1.2e-46,179.9,1,1
WP_002553018.1,DAKCFMEO_00712,100.0,83,83,83,8.8e-14,70.5,1,1
WP_002553156.1,DAKCFMEO_00809,95.7,70,70,70,2.6e-35,141.7,1,1
WP_002553160.1,DAKCFMEO_00813,100.0,64,64,64,1.2e-29,122.9,1,1
WP_002553161.1,DAKCFMEO_00814,100.0,118,118,118,5.4e-57,214.5,1,1
WP_002553164.1,DAKCFMEO_00817,100.0,100,100,100,2.9e-51,195.3,1,1
WP_002553665.1,DAKCFMEO_03718,98.5,197,197,197,1.4e-113,403.3,1,1
WP_002553918.1,DAKCFMEO_01408,99.6,259,259,259,1.9e-147,516.2,1,1
WP_002553978.1,DAKCFMEO_01496,97.8,223,223,223,3.7e-115,408.7,1,1
WP_002554011.1,DAKCFMEO_01530,100.0,137,137,137,2.5e-74,272.3,1,1
WP_002554012.1,DAKCFMEO_01531,97.3,224,224,224,2.0e-129,456.1,1,1
WP_002554100.1,DAKCFMEO_04682,96.5,202,202,202,7.6e-112,397.5,1,1
WP_002554157.1,DAKCFMEO_04624,100.0,62,62,62,3.2e-29,121.3,1,1
WP_002554192.1,DAKCFMEO_04561,97.4,231,229,231,5.1e-128,451.4,1.00873,1
WP_002554262.1,DAKCFMEO_02556,100.0,159,159,159,3.7e-85,308.5,1,1
WP_002554277.1,DAKCFMEO_02541,93.3,89,89,89,1.7e-39,156.0,1,1
WP_002554288.1,DAKCFMEO_02531,93.3,149,149,149,4.7e-74,271.6,1,1
WP_002554291.1,DAKCFMEO_02528,99.7,338,338,338,6.2e-183,634.4,1,1
WP_002554297.1,DAKCFMEO_02522,90.8,98,98,98,6.7e-45,174.1,1,1
WP_002554310.1,DAKCFMEO_02509,100.0,262,262,262,1.3e-143,503.4,1,1
WP_002554316.1,DAKCFMEO_02504,97.9,146,146,146,3.0e-73,268.9,1,1
WP_002554423.1,DAKCFMEO_02406,99.0,105,108,105,1.6e-52,199.5,0.972222,1
WP_002554426.1,DAKCFMEO_02400,100.0,62,62,62,4.2e-29,120.9,1,1
WP_002554476.1,DAKCFMEO_04319,99.7,319,319,319,6.3e-177,614.4,1,1
WP_002554489.1,DAKCFMEO_04303,97.5,236,237,237,8.9e-128,450.7,0.995781,0.995781
WP_002554553.1,DAKCFMEO_02327,97.1,68,68,68,1.1e-33,136.3,1,1
WP_002554561.1,DAKCFMEO_02318,100.0,97,98,98,2.8e-51,195.3,0.989796,0.989796
WP_002554562.1,DAKCFMEO_02317,97.9,563,563,561,4.8e-313,1067.4,1,1.00357
WP_002554651.1,DAKCFMEO_03124,95.2,166,166,165,5.7e-81,294.7,1,1.00606
WP_002554655.1,DAKCFMEO_03128,97.4,231,231,231,2.3e-120,426.0,1,1
WP_002554721.1,DAKCFMEO_03190,100.0,167,167,167,1.5e-84,306.6,1,1
WP_002554728.1,DAKCFMEO_03197,98.4,247,247,247,2.1e-135,476.1,1,1
WP_002554837.1,DAKCFMEO_00145,100.0,69,69,69,2.0e-35,142.1,1,1
WP_002554843.1,DAKCFMEO_00151,99.5,208,208,208,3.5e-112,398.7,1,1
WP_002554851.1,DAKCFMEO_00159,94.9,156,156,156,2.2e-82,299.3,1,1
WP_002554971.1,DAKCFMEO_00305,94.4,126,126,126,8.2e-64,237.3,1,1
WP_002555020.1,DAKCFMEO_00368,98.7,227,227,227,5.9e-129,454.5,1,1
WP_002555064.1,DAKCFMEO_00416,97.7,130,130,130,1.8e-66,246.1,1,1
WP_002555108.1,DAKCFMEO_00463,100.0,345,345,345,6.3e-191,661.0,1,1
WP_002555109.1,DAKCFMEO_00464,97.9,95,95,95,1.4e-47,183.0,1,1
WP_002555121.1,DAKCFMEO_01679,100.0,89,89,89,2.7e-45,175.3,1,1
WP_002555142.1,DAKCFMEO_01701,99.2,122,135,122,1.4e-64,240.0,0.903704,1
WP_002555214.1,DAKCFMEO_00545,96.2,80,80,80,8.1e-41,160.2,1,1
WP_002555356.1,DAKCFMEO_03650,99.0,97,97,97,1.7e-48,186.0,1,1
WP_002555369.1,DAKCFMEO_03636,96.0,150,150,150,2.0e-80,292.7,1,1
WP_002555370.1,DAKCFMEO_03635,93.4,152,151,152,5.3e-57,214.9,1.00662,1
WP_002555375.1,DAKCFMEO_03630,100.0,106,106,106,5.0e-54,204.5,1,1
WP_002555427.1,DAKCFMEO_03570,100.0,158,158,158,1.1e-81,297.0,1,1
WP_002555464.1,DAKCFMEO_03531,99.7,333,333,333,1.5e-184,639.8,1,1
WP_002555465.1,DAKCFMEO_03530,100.0,206,206,206,1.7e-114,406.4,1,1
WP_002555466.1,DAKCFMEO_03529,100.0,129,129,129,2.1e-70,259.2,1,1
WP_002555467.1,DAKCFMEO_03528,99.2,118,118,118,4.2e-62,231.5,1,1
WP_002555469.1,DAKCFMEO_03527,99.8,444,444,444,3.0e-246,845.1,1,1
WP_002555470.1,DAKCFMEO_03526,98.6,144,144,144,5.0e-73,268.1,1,1
WP_002555471.1,DAKCFMEO_03525,98.3,58,58,58,8.8e-29,119.8,1,1
WP_002555473.1,DAKCFMEO_03523,100.0,116,116,116,3.1e-57,215.3,1,1
WP_002555475.1,DAKCFMEO_03521,98.5,130,130,130,2.0e-65,242.7,1,1
WP_002555476.1,DAKCFMEO_03520,100.0,101,101,101,2.2e-51,195.7,1,1
WP_002555478.1,DAKCFMEO_03518,100.0,104,104,104,4.9e-54,204.5,1,1
WP_002555479.1,DAKCFMEO_03517,100.0,122,122,122,6.1e-64,237.7,1,1
WP_002555480.1,DAKCFMEO_03516,100.0,88,88,88,4.6e-45,174.5,1,1
WP_002555481.1,DAKCFMEO_03515,100.0,63,63,63,2.8e-28,118.2,1,1
WP_002555482.1,DAKCFMEO_03514,100.0,137,137,137,8.1e-73,267.3,1,1
WP_002555485.1,DAKCFMEO_03512,100.0,110,110,110,2.0e-53,202.6,1,1
WP_002555488.1,DAKCFMEO_03509,100.0,99,99,99,9.1e-50,190.3,1,1
WP_002555489.1,DAKCFMEO_03508,98.0,200,200,200,3.6e-106,378.6,1,1
WP_002555491.1,DAKCFMEO_03506,99.0,103,103,103,2.7e-52,198.7,1,1
WP_002555494.1,DAKCFMEO_03502,100.0,123,123,123,1.6e-67,249.6,1,1
WP_002555500.1,DAKCFMEO_03496,97.9,143,143,143,3.8e-73,268.5,1,1
WP_002555565.1,DAKCFMEO_02914,94.3,53,53,53,9.6e-22,96.3,1,1
WP_002555698.1,DAKCFMEO_02157,98.5,396,396,396,7.4e-220,757.3,1,1
WP_002555721.1,DAKCFMEO_05119,99.2,478,478,478,1.8e-276,945.7,1,1
WP_002555745.1,DAKCFMEO_05170,100.0,159,159,159,1.8e-95,342.8,1,1
WP_002555770.1,DAKCFMEO_05186,100.0,71,71,71,5.2e-31,127.5,1,1
WP_002555777.1,DAKCFMEO_05219,95.6,90,90,90,1.7e-47,182.6,1,1
WP_002555808.1,DAKCFMEO_01909,100.0,112,112,112,1.6e-58,219.5,1,1
WP_002555947.1,DAKCFMEO_05180,100.0,162,162,162,8.1e-88,317.4,1,1
WP_002555987.1,DAKCFMEO_01252,100.0,85,85,85,4.7e-39,154.5,1,1
WP_002556012.1,DAKCFMEO_02674,60.0,60,66,64,4.5e-13,67.8,0.909091,0.9375
WP_002556144.1,DAKCFMEO_01747,90.4,156,160,159,4.7e-80,291.6,0.975,0.981132
WP_003176422.1,DAKCFMEO_03513,100.0,228,228,228,3.0e-128,452.2,1,1
WP_003304675.1,DAKCFMEO_00371,99.0,97,97,97,5.8e-49,187.6,1,1
WP_003313553.1,DAKCFMEO_00399,99.2,360,360,360,5.4e-201,694.5,1,1
WP_003313577.1,DAKCFMEO_00425,99.0,305,305,305,1.2e-177,616.7,1,1
WP_003313894.1,DAKCFMEO_03604,100.0,155,155,155,6.3e-90,324.3,1,1
WP_003314356.1,DAKCFMEO_03136,98.7,157,157,157,8.1e-85,307.4,1,1
WP_003314637.1,DAKCFMEO_02299,98.3,175,175,175,1.8e-88,319.7,1,1
WP_003315067.1,DAKCFMEO_02668,99.4,161,161,161,9.8e-86,310.5,1,1
WP_003315128.1,DAKCFMEO_02617,95.7,92,92,92,4.3e-46,177.9,1,1
WP_003315315.1,DAKCFMEO_04092,96.1,279,279,279,5.2e-159,554.7,1,1
WP_003315600.1,DAKCFMEO_00777,95.9,74,74,74,3.6e-35,141.4,1,1
WP_003315798.1,DAKCFMEO_04680,97.4,77,77,77,8.1e-38,150.2,1,1
WP_003317099.1,DAKCFMEO_03524,98.8,166,166,166,1.1e-87,317.0,1,1
WP_003317112.1,DAKCFMEO_03497,97.0,231,231,231,1.0e-120,427.2,1,1
WP_003317113.1,DAKCFMEO_03495,100.0,177,177,177,5.3e-101,361.3,1,1
WP_003317208.1,DAKCFMEO_04878,99.3,148,148,148,1.0e-73,270.4,1,1
WP_003317528.1,DAKCFMEO_03086,98.4,126,126,126,1.8e-71,262.7,1,1
WP_003317531.1,DAKCFMEO_03084,99.3,298,298,298,3.2e-167,582.0,1,1
WP_003317532.1,DAKCFMEO_03082,99.5,200,200,200,8.9e-113,400.6,1,1
WP_003317533.1,DAKCFMEO_03081,99.4,181,181,181,2.4e-104,372.5,1,1
WP_003318100.1,DAKCFMEO_01994,100.0,301,301,301,1.8e-170,592.8,1,1
WP_003318204.1,DAKCFMEO_03404,78.3,60,60,60,2.0e-23,102.1,1,1
WP_003319037.1,DAKCFMEO_00074,31.5,149,200,190,1.4e-17,84.3,0.745,0.784211
WP_003340324.1,DAKCFMEO_01574,98.2,163,163,163,3.4e-86,312.0,1,1
WP_003344603.1,DAKCFMEO_00537,100.0,92,92,92,2.0e-43,169.1,1,1
WP_003346101.1,DAKCFMEO_00752,97.4,114,114,114,6.5e-60,224.2,1,1
WP_003363851.1,DAKCFMEO_00304,98.9,283,283,283,3.6e-168,585.1,1,1
WP_003365425.1,DAKCFMEO_02749,86.4,66,66,66,4.5e-29,120.9,1,1
WP_003367017.1,DAKCFMEO_00812,99.4,177,177,177,4.1e-93,335.1,1,1
WP_003368676.1,DAKCFMEO_04778,98.2,385,385,389,7.5e-217,747.3,1,0.989717
WP_003373184.1,DAKCFMEO_04732,98.3,233,233,233,3.8e-131,461.8,1,1
WP_003373273.1,DAKCFMEO_02343,98.2,562,562,556,8.5e-286,976.9,1,1.01079
WP_003373291.1,DAKCFMEO_02334,90.1,141,157,159,4.5e-67,248.4,0.898089,0.886792
WP_003373297.1,DAKCFMEO_02331,100.0,189,189,189,8.5e-105,374.0,1,1
WP_003373331.1,DAKCFMEO_00755,68.0,128,130,132,2.3e-45,176.0,0.984615,0.969697
WP_003373338.1,DAKCFMEO_00759,94.6,130,130,130,5.5e-63,234.6,1,1
WP_003373339.1,DAKCFMEO_00760,89.4,104,104,104,7.6e-15,74.3,1,1
WP_003373363.1,DAKCFMEO_02144,85.0,107,109,110,1.4e-46,179.9,0.981651,0.972727
WP_003373489.1,DAKCFMEO_04035,98.9,91,91,91,3.0e-47,181.8,1,1
WP_003375709.1,DAKCFMEO_01469,73.7,217,217,217,2.1e-83,303.1,1,1
WP_003375712.1,DAKCFMEO_01470,53.6,84,88,86,6.2e-18,84.3,0.954545,0.976744
WP_003375716.1,DAKCFMEO_01472,54.7,349,359,361,2.7e-99,356.7,0.972145,0.966759
WP_003375846.1,DAKCFMEO_03011,98.0,295,295,295,2.3e-157,549.3,1,1
WP_003375849.1,DAKCFMEO_03010,94.5,110,110,110,3.1e-51,195.3,1,1
WP_003375857.1,DAKCFMEO_03005,90.6,298,298,298,1.2e-145,510.4,1,1
WP_003375863.1,DAKCFMEO_03001,81.6,76,74,76,3.9e-29,121.3,1.02703,1
WP_003375894.1,DAKCFMEO_02985,96.5,489,489,489,4.2e-281,961.1,1,1
WP_003375897.1,DAKCFMEO_02984,98.3,288,288,288,5.7e-153,534.6,1,1
WP_003375907.1,DAKCFMEO_02979,96.0,302,302,302,8.9e-165,573.9,1,1
WP_003375919.1,DAKCFMEO_02973,98.8,333,333,333,5.7e-189,654.4,1,1
WP_003375928.1,DAKCFMEO_02967,87.9,149,152,156,8.7e-76,277.3,0.980263,0.955128
WP_003375972.1,DAKCFMEO_03302,76.7,373,375,373,1.4e-154,540.4,0.994667,1
WP_003376021.1,DAKCFMEO_02729,98.7,464,464,464,2.9e-271,928.3,1,1
WP_003376036.1,DAKCFMEO_02735,91.3,470,470,470,2.7e-237,815.5,1,1
WP_003376052.1,DAKCFMEO_02742,92.3,222,222,222,8.4e-112,397.5,1,1
WP_003376124.1,DAKCFMEO_04526,91.1,291,288,291,4.2e-148,518.5,1.01042,1
WP_003376162.1,DAKCFMEO_04485,98.2,338,338,338,5.2e-198,684.5,1,1
WP_003376205.1,DAKCFMEO_04379,95.0,202,202,202,1.6e-109,389.8,1,1
WP_003376227.1,DAKCFMEO_04367,91.4,70,71,70,3.6e-32,131.3,0.985915,1
WP_003376264.1,DAKCFMEO_04343,91.1,90,90,90,2.6e-43,168.7,1,1
WP_003376266.1,DAKCFMEO_04342,98.1,266,266,266,5.1e-148,518.1,1,1
WP_003376303.1,DAKCFMEO_04318,96.8,314,314,314,1.6e-169,589.7,1,1
WP_003376366.1,DAKCFMEO_04864,97.6,291,291,291,1.6e-163,569.7,1,1
WP_003376376.1,DAKCFMEO_04858,97.1,205,205,205,5.9e-112,397.9,1,1
WP_003376387.1,DAKCFMEO_04852,92.7,179,179,177,2.0e-87,316.2,1,1.0113
WP_003376398.1,DAKCFMEO_04845,94.8,421,421,421,8.4e-230,790.4,1,1
WP_003376420.1,DAKCFMEO_04834,95.8,286,286,286,3.6e-155,542.0,1,1
WP_003376558.1,DAKCFMEO_03610,97.2,386,386,386,6.4e-216,744.2,1,1
WP_003376569.1,DAKCFMEO_03615,92.2,51,51,51,3.0e-20,91.3,1,1
WP_003376591.1,DAKCFMEO_04813,97.2,108,108,108,1.1e-56,213.4,1,1
WP_003376593.1,DAKCFMEO_04812,95.6,182,182,182,7.0e-56,211.5,1,1
WP_003376603.1,DAKCFMEO_04804,97.1,487,487,487,6.7e-279,953.7,1,1
WP_003376607.1,DAKCFMEO_04802,96.9,159,159,159,4.1e-84,305.1,1,1
WP_003376614.1,DAKCFMEO_04799,94.2,139,139,139,2.0e-71,262.7,1,1
WP_003376691.1,DAKCFMEO_03960,89.0,82,86,82,4.8e-39,154.5,0.953488,1
WP_003376717.1,DAKCFMEO_03973,89.4,321,321,321,7.7e-167,580.9,1,1
WP_003376859.1,DAKCFMEO_00828,92.5,146,146,146,6.6e-73,267.7,1,1
WP_003376912.1,DAKCFMEO_03824,70.8,216,222,236,8.5e-80,291.2,0.972973,0.915254
WP_003376950.1,DAKCFMEO_00893,92.0,201,201,201,6.9e-105,374.4,1,1
WP_003376994.1,DAKCFMEO_01045,93.1,289,289,289,8.6e-133,467.6,1,1
WP_003377005.1,DAKCFMEO_01053,96.0,321,321,321,8.3e-169,587.4,1,1
WP_003377107.1,DAKCFMEO_04914,99.1,633,634,634,0.0e+00,1262.3,0.998423,0.998423
WP_003377111.1,DAKCFMEO_04924,98.0,150,150,150,1.0e-84,307.0,1,1
WP_003377112.1,DAKCFMEO_04925,85.4,205,205,205,3.5e-104,372.1,1,1
WP_003377120.1,DAKCFMEO_04935,93.7,318,318,320,4.1e-176,611.7,1,0.99375
WP_003377131.1,DAKCFMEO_04945,99.3,585,585,585,0.0e+00,1205.7,1,1
WP_003377141.1,DAKCFMEO_04956,98.0,881,881,881,0.0e+00,1781.9,1,1
WP_003377196.1,DAKCFMEO_05001,97.5,121,121,121,3.6e-64,238.4,1,1
WP_003377199.1,DAKCFMEO_05003,96.8,317,319,319,9.4e-181,627.1,0.99373,0.99373
WP_003377205.1,DAKCFMEO_05006,91.7,145,146,146,2.4e-75,275.8,0.993151,0.993151
WP_003377212.1,DAKCFMEO_05012,95.9,344,344,344,4.2e-187,648.3,1,1
WP_003377215.1,DAKCFMEO_05015,92.9,196,196,196,3.6e-90,325.5,1,1
WP_003377217.1,DAKCFMEO_05017,97.1,206,206,206,3.6e-125,441.8,1,1
WP_003377258.1,DAKCFMEO_02046,87.1,224,224,224,7.7e-113,401.0,1,1
WP_003377314.1,DAKCFMEO_02845,94.8,344,344,344,1.8e-193,669.5,1,1
WP_003377457.1,DAKCFMEO_02802,90.1,142,142,142,1.4e-72,266.5,1,1
WP_003377470.1,DAKCFMEO_01713,72.8,92,94,95,2.4e-31,129.0,0.978723,0.968421
WP_003377471.1,DAKCFMEO_01706,96.2,160,160,160,1.1e-86,313.5,1,1
WP_003377479.1,DAKCFMEO_01699,95.7,187,187,187,1.6e-95,343.2,1,1
WP_003377482.1,DAKCFMEO_01697,98.4,380,380,379,1.7e-173,603.2,1,1.00264
WP_003377487.1,DAKCFMEO_01692,94.1,102,103,102,2.7e-49,188.7,0.990291,1
WP_003377503.1,DAKCFMEO_01682,94.3,844,841,844,0.0e+00,1350.1,1.00357,1
WP_003377505.1,DAKCFMEO_01681,92.0,138,138,138,1.1e-64,240.4,1,1
WP_003377508.1,DAKCFMEO_01678,97.9,701,701,701,0.0e+00,1317.8,1,1
WP_003377527.1,DAKCFMEO_00461,97.5,163,163,163,3.4e-86,312.0,1,1
WP_003377531.1,DAKCFMEO_00459,98.8,485,485,485,2.1e-272,932.2,1,1
WP_003377535.1,DAKCFMEO_00455,97.7,173,173,173,4.4e-92,331.6,1,1
WP_003377548.1,DAKCFMEO_00447,90.0,90,90,90,2.4e-41,162.2,1,1
WP_003377550.1,DAKCFMEO_00446,95.4,285,285,285,1.4e-156,546.6,1,1
WP_003377554.1,DAKCFMEO_00444,99.0,102,102,102,7.7e-52,197.2,1,1
WP_003377556.1,DAKCFMEO_00443,94.7,489,497,489,6.4e-261,894.0,0.983903,1
WP_003377572.1,DAKCFMEO_00435,93.5,155,155,155,3.4e-75,275.4,1,1
WP_003377577.1,DAKCFMEO_00432,89.9,79,79,79,2.2e-38,152.1,1,1
WP_003377590.1,DAKCFMEO_00427,95.6,386,386,386,2.1e-211,729.2,1,1
WP_003377592.1,DAKCFMEO_00426,96.0,252,252,252,2.0e-141,496.1,1,1
WP_003377598.1,DAKCFMEO_00421,92.3,209,209,231,1.4e-113,403.3,1,0.904762
WP_003377605.1,DAKCFMEO_00417,98.6,142,142,142,2.7e-79,288.9,1,1
WP_003377610.1,DAKCFMEO_00411,92.0,138,137,138,9.9e-71,260.4,1.0073,1
WP_003377649.1,DAKCFMEO_00392,98.6,418,418,418,9.0e-232,797.0,1,1
WP_003377651.1,DAKCFMEO_00390,98.7,303,303,303,2.7e-169,589.0,1,1
WP_003377653.1,DAKCFMEO_00389,94.7,151,151,151,2.4e-78,285.8,1,1
WP_003377687.1,DAKCFMEO_03264,97.6,85,85,85,1.9e-43,169.1,1,1
WP_003377703.1,DAKCFMEO_03251,98.3,180,180,180,5.8e-103,367.9,1,1
WP_003377717.1,DAKCFMEO_03245,89.8,177,178,178,3.3e-90,325.5,0.994382,0.994382
WP_003377783.1,DAKCFMEO_03205,94.2,344,344,344,3.1e-182,632.1,1,1
WP_003377785.1,DAKCFMEO_03204,93.0,115,115,115,1.6e-61,229.6,1,1
WP_003377787.1,DAKCFMEO_03867,62.3,69,76,74,4.7e-22,97.8,0.907895,0.932432
WP_003377815.1,DAKCFMEO_03188,95.9,146,146,146,1.6e-79,289.7,1,1
WP_003377825.1,DAKCFMEO_03183,96.5,315,315,315,2.1e-177,615.9,1,1
WP_003377829.1,DAKCFMEO_03181,98.7,543,543,543,0.0e+00,1077.8,1,1
WP_003377831.1,DAKCFMEO_03180,97.9,281,281,281,5.8e-158,551.2,1,1
WP_003377835.1,DAKCFMEO_03178,97.8,92,92,118,3.1e-44,171.8,1,0.779661
WP_003377838.1,DAKCFMEO_03176,94.3,298,298,298,8.8e-165,573.9,1,1
WP_003377871.1,DAKCFMEO_01266,97.8,367,367,367,5.0e-210,724.5,1,1
WP_003377879.1,DAKCFMEO_01261,96.3,81,81,81,3.2e-45,174.9,1,1
WP_003377883.1,DAKCFMEO_01257,89.0,218,214,218,1.4e-111,396.7,1.01869,1
WP_003377884.1,DAKCFMEO_01256,97.7,263,263,263,1.2e-144,506.9,1,1
WP_003377885.1,DAKCFMEO_01255,96.2,290,290,290,2.4e-151,529.3,1,1
WP_003377888.1,DAKCFMEO_01253,99.0,289,289,289,2.0e-161,562.8,1,1
WP_003377895.1,DAKCFMEO_01249,99.2,514,514,514,1.1e-287,983.0,1,1
WP_003377898.1,DAKCFMEO_01247,98.7,459,459,459,2.2e-260,892.1,1,1
WP_003377907.1,DAKCFMEO_01997,90.2,132,135,135,1.9e-66,246.1,0.977778,0.977778
WP_003377974.1,DAKCFMEO_01834,90.6,245,245,245,3.6e-132,465.3,1,1
WP_003377979.1,DAKCFMEO_01838,88.8,214,214,206,2.9e-101,362.5,1,1.03883
WP_003378039.1,DAKCFMEO_01874,97.4,189,189,189,1.6e-95,343.2,1,1
WP_003378068.1,DAKCFMEO_04673,79.1,148,153,146,7.9e-61,227.6,0.96732,1.0137
WP_003378076.1,DAKCFMEO_04669,97.1,307,308,309,2.0e-167,582.8,0.996753,0.993528
WP_003378111.1,DAKCFMEO_04646,87.6,225,225,225,4.1e-114,405.2,1,1
WP_003378113.1,DAKCFMEO_04645,82.6,46,47,46,6.9e-16,76.6,0.978723,1
WP_003378210.1,DAKCFMEO_04562,94.0,201,201,201,4.6e-101,361.7,1,1
WP_003378216.1,DAKCFMEO_04559,91.9,221,222,221,8.4e-120,424.1,0.995495,1
WP_003378219.1,DAKCFMEO_04556,100.0,69,69,69,5.4e-33,134.0,1,1
WP_003378280.1,DAKCFMEO_01226,89.2,74,74,74,1.9e-36,145.6,1,1
WP_003378325.1,DAKCFMEO_01200,91.9,173,173,173,1.1e-90,327.0,1,1
WP_003378342.1,DAKCFMEO_01552,95.7,161,161,161,5.4e-84,304.7,1,1
WP_003378385.1,DAKCFMEO_01576,96.3,81,81,81,1.9e-37,149.1,1,1
WP_003378389.1,DAKCFMEO_01579,98.5,133,133,133,4.8e-70,258.1,1,1
WP_003378397.1,DAKCFMEO_01585,96.9,254,253,254,1.2e-133,470.3,1.00395,1
WP_003378472.1,DAKCFMEO_00217,94.7,227,227,227,1.8e-122,433.0,1,1
WP_003378493.1,DAKCFMEO_00226,99.5,193,193,193,2.4e-107,382.5,1,1
WP_003378499.1,DAKCFMEO_00229,98.8,84,84,84,7.5e-45,173.7,1,1
WP_003378513.1,DAKCFMEO_00238,96.5,228,230,230,9.6e-135,473.8,0.991304,0.991304
WP_003378608.1,DAKCFMEO_02628,91.3,276,276,276,6.5e-146,511.1,1,1
WP_003378609.1,DAKCFMEO_02627,99.4,319,319,319,2.6e-183,635.6,1,1
WP_003378612.1,DAKCFMEO_02624,88.5,78,78,78,3.2e-34,138.3,1,1
WP_003378621.1,DAKCFMEO_02616,69.9,239,240,240,5.2e-99,355.1,0.995833,0.995833
WP_003378637.1,DAKCFMEO_02606,97.4,196,196,196,8.5e-108,384.0,1,1
WP_003378639.1,DAKCFMEO_02605,66.0,106,105,106,2.2e-33,136.0,1.00952,1
WP_003378641.1,DAKCFMEO_02604,93.5,185,185,185,2.1e-100,359.4,1,1
WP_003378666.1,DAKCFMEO_02589,96.8,93,93,93,2.1e-48,185.7,1,1
WP_003378668.1,DAKCFMEO_02587,80.7,57,56,59,1.5e-20,92.4,1.01786,0.966102
WP_003378725.1,DAKCFMEO_02552,95.1,246,246,246,4.2e-128,451.8,1,1
WP_003378730.1,DAKCFMEO_02548,97.6,124,128,124,1.9e-63,236.1,0.96875,1
WP_003378731.1,DAKCFMEO_02547,99.6,246,246,246,3.5e-135,475.3,1,1
WP_003378749.1,DAKCFMEO_02538,93.5,153,152,153,5.8e-72,264.6,1.00658,1
WP_003378750.1,DAKCFMEO_02537,97.2,322,322,322,4.0e-179,621.7,1,1
WP_003378759.1,DAKCFMEO_02129,96.9,192,192,192,1.9e-104,372.9,1,1
WP_003378760.1,DAKCFMEO_02128,92.3,182,182,182,2.3e-99,355.9,1,1
