DAKCFMEO_00809	WP_002553156.1	70	70	70	1	70	1	70	6.03e-46	95.714	3	100.00	138	1.000
DAKCFMEO_00813	WP_002553160.1	64	64	64	1	64	1	64	2.39e-41	100.000	0	100.00	126	1.000
DAKCFMEO_00814	WP_002553161.1	118	118	118	1	118	1	118	2.38e-78	100.000	0	100.00	224	1.000
DAKCFMEO_00817	WP_002553164.1	100	100	100	1	100	1	100	5.15e-70	100.000	0	100.00	201	1.000
DAKCFMEO_03718	WP_002553665.1	197	197	197	1	197	1	197	7.92e-147	98.477	3	99.49	403	1.000
DAKCFMEO_01408	WP_002553918.1	259	259	259	1	259	1	259	0.0	99.614	1	100.00	541	1.000
DAKCFMEO_01496	WP_002553978.1	223	223	223	1	223	1	223	8.89e-156	97.758	5	99.55	428	1.000
DAKCFMEO_01530	WP_002554011.1	137	137	137	1	137	1	137	2.65e-96	100.000	0	100.00	270	1.000
DAKCFMEO_01531	WP_002554012.1	224	224	224	1	224	1	224	2.51e-167	97.321	6	99.55	457	1.000
DAKCFMEO_04682	WP_002554100.1	202	202	202	1	202	1	202	3.37e-146	96.535	7	100.00	402	1.000
DAKCFMEO_04624	WP_002554157.1	62	62	62	1	62	1	62	9.29e-41	100.000	0	100.00	124	1.000
DAKCFMEO_04561	WP_002554192.1	231	231	229	1	231	1	229	9.87e-164	97.403	4	98.27	449	1.000
DAKCFMEO_02556	WP_002554262.1	159	159	159	1	159	1	159	1.65e-114	100.000	0	100.00	318	1.000
DAKCFMEO_02541	WP_002554277.1	89	89	89	1	89	1	89	1.28e-56	93.258	6	100.00	166	1.000
DAKCFMEO_02531	WP_002554288.1	149	149	149	1	149	1	149	2.14e-100	93.289	10	97.32	282	1.000
DAKCFMEO_02528	WP_002554291.1	338	338	338	1	338	1	338	0.0	99.704	1	100.00	671	1.000
DAKCFMEO_02522	WP_002554297.1	98	98	98	1	98	1	98	8.52e-62	90.816	9	93.88	180	1.000
DAKCFMEO_02509	WP_002554310.1	262	262	262	1	262	1	262	0.0	100.000	0	100.00	518	1.000
DAKCFMEO_02504	WP_002554316.1	146	146	146	1	146	1	146	6.95e-105	97.945	3	98.63	293	1.000
DAKCFMEO_02406	WP_002554423.1	105	105	108	1	105	4	108	1.63e-73	99.048	1	100.00	211	1.000
DAKCFMEO_02400	WP_002554426.1	62	62	62	1	62	1	62	9.29e-41	100.000	0	100.00	124	1.000
DAKCFMEO_04319	WP_002554476.1	319	319	319	1	319	1	319	0.0	99.687	1	99.69	640	1.000
DAKCFMEO_04303	WP_002554489.1	236	237	237	1	236	1	236	2.05e-171	97.458	6	97.88	469	0.996
DAKCFMEO_02327	WP_002554553.1	68	68	68	1	68	1	68	2.88e-45	97.059	2	98.53	136	1.000
DAKCFMEO_02318	WP_002554561.1	98	98	98	1	98	1	98	8.69e-70	98.980	1	98.98	200	1.000
DAKCFMEO_02317	WP_002554562.1	563	561	563	1	561	1	563	0.0	97.869	10	98.76	1097	1.004
DAKCFMEO_03124	WP_002554651.1	166	165	166	1	165	1	166	6.61e-119	99.398	0	99.40	330	1.006
DAKCFMEO_03128	WP_002554655.1	231	231	231	1	231	1	231	7.27e-168	97.403	6	99.57	459	1.000
DAKCFMEO_03190	WP_002554721.1	167	167	167	1	167	1	167	4.74e-119	100.000	0	100.00	330	1.000
DAKCFMEO_03197	WP_002554728.1	247	247	247	1	247	1	247	0.0	98.381	4	99.19	496	1.000
DAKCFMEO_00145	WP_002554837.1	69	69	69	1	69	1	69	6.53e-47	100.000	0	100.00	140	1.000
DAKCFMEO_00151	WP_002554843.1	208	208	208	1	208	1	208	7.98e-155	99.519	1	100.00	424	1.000
DAKCFMEO_00159	WP_002554851.1	156	156	156	1	156	1	156	2.88e-105	94.872	8	96.15	295	1.000
DAKCFMEO_00305	WP_002554971.1	126	126	126	1	126	1	126	1.84e-85	94.444	7	96.03	242	1.000
DAKCFMEO_00368	WP_002555020.1	227	227	227	1	227	1	227	3.39e-164	98.678	3	99.56	449	1.000
DAKCFMEO_00416	WP_002555064.1	130	130	130	1	130	1	130	6.85e-91	97.692	3	100.00	256	1.000
DAKCFMEO_00463	WP_002555108.1	345	345	345	1	345	1	345	0.0	100.000	0	100.00	692	1.000
DAKCFMEO_00464	WP_002555109.1	95	95	95	1	95	1	95	9.44e-65	97.895	2	100.00	187	1.000
DAKCFMEO_01679	WP_002555121.1	89	89	89	1	89	1	89	2.40e-62	100.000	0	100.00	181	1.000
DAKCFMEO_01701	WP_002555142.1	122	122	135	1	122	14	135	1.35e-86	99.180	1	100.00	245	1.000
DAKCFMEO_00545	WP_002555214.1	80	80	80	1	80	1	80	7.94e-53	96.250	3	98.75	156	1.000
DAKCFMEO_03650	WP_002555356.1	97	97	97	1	97	1	97	1.66e-63	98.969	1	100.00	184	1.000
DAKCFMEO_03636	WP_002555369.1	150	150	150	1	150	1	150	2.25e-106	96.000	6	98.00	297	1.000
DAKCFMEO_03635	WP_002555370.1	152	152	151	1	152	1	151	2.68e-79	86.184	20	87.50	229	1.000
DAKCFMEO_03630	WP_002555375.1	106	106	106	1	106	1	106	5.92e-75	100.000	0	100.00	214	1.000
DAKCFMEO_03570	WP_002555427.1	158	158	158	1	158	1	158	8.12e-112	100.000	0	100.00	311	1.000
DAKCFMEO_03531	WP_002555464.1	333	333	333	1	333	1	333	0.0	99.700	1	99.70	667	1.000
DAKCFMEO_03530	WP_002555465.1	206	206	206	1	206	1	206	5.28e-153	100.000	0	100.00	419	1.000
DAKCFMEO_03529	WP_002555466.1	129	129	129	1	129	1	129	1.27e-93	100.000	0	100.00	263	1.000
DAKCFMEO_03528	WP_002555467.1	118	118	118	1	118	1	118	5.27e-84	99.153	1	99.15	238	1.000
DAKCFMEO_03527	WP_002555469.1	444	444	444	1	444	1	444	0.0	99.775	1	100.00	887	1.000
DAKCFMEO_03526	WP_002555470.1	144	144	144	1	144	1	144	5.59e-101	98.611	2	100.00	283	1.000
DAKCFMEO_03525	WP_002555471.1	58	58	58	1	58	1	58	3.62e-38	98.276	1	100.00	117	1.000
DAKCFMEO_03523	WP_002555473.1	116	116	116	1	116	1	116	1.06e-80	100.000	0	100.00	229	1.000
DAKCFMEO_03521	WP_002555475.1	130	130	130	1	130	1	130	7.47e-91	98.462	2	99.23	256	1.000
DAKCFMEO_03520	WP_002555476.1	101	101	101	1	101	1	101	2.56e-71	100.000	0	100.00	204	1.000
DAKCFMEO_03518	WP_002555478.1	104	104	104	1	104	1	104	4.20e-71	100.000	0	100.00	204	1.000
DAKCFMEO_03517	WP_002555479.1	122	122	122	1	122	1	122	8.39e-87	100.000	0	100.00	245	1.000
DAKCFMEO_03516	WP_002555480.1	88	88	88	1	88	1	88	6.15e-61	100.000	0	100.00	177	1.000
DAKCFMEO_03515	WP_002555481.1	63	63	63	1	63	1	63	4.68e-40	100.000	0	100.00	123	1.000
DAKCFMEO_03514	WP_002555482.1	137	137	137	1	137	1	137	4.42e-98	100.000	0	100.00	275	1.000
DAKCFMEO_03512	WP_002555485.1	110	110	110	1	110	1	110	3.89e-75	100.000	0	100.00	215	1.000
DAKCFMEO_03509	WP_002555488.1	99	99	99	1	99	1	99	9.91e-69	100.000	0	100.00	198	1.000
DAKCFMEO_03508	WP_002555489.1	200	200	200	1	200	1	200	1.42e-145	98.000	4	99.00	400	1.000
DAKCFMEO_03506	WP_002555491.1	103	103	103	1	103	1	103	3.41e-72	99.029	1	100.00	207	1.000
DAKCFMEO_03502	WP_002555494.1	123	123	123	1	123	1	123	3.08e-88	100.000	0	100.00	249	1.000
DAKCFMEO_03496	WP_002555500.1	143	143	143	1	143	1	143	6.73e-102	97.902	3	100.00	285	1.000
DAKCFMEO_02914	WP_002555565.1	53	53	53	1	53	1	53	4.85e-30	94.340	3	94.34	97.1	1.000
DAKCFMEO_02157	WP_002555698.1	396	396	396	1	396	1	396	0.0	98.485	6	99.75	806	1.000
DAKCFMEO_05119	WP_002555721.1	478	478	478	1	478	1	478	0.0	99.163	4	99.79	968	1.000
DAKCFMEO_05170	WP_002555745.1	159	159	159	1	159	1	159	2.20e-117	100.000	0	100.00	325	1.000
DAKCFMEO_05186	WP_002555770.1	71	71	71	1	71	1	71	1.03e-44	100.000	0	100.00	135	1.000
DAKCFMEO_05219	WP_002555777.1	90	90	90	1	90	1	90	2.28e-63	95.556	4	97.78	184	1.000
DAKCFMEO_01909	WP_002555808.1	112	112	112	1	112	1	112	8.67e-77	100.000	0	100.00	219	1.000
DAKCFMEO_05180	WP_002555947.1	162	162	162	1	162	1	162	3.10e-119	100.000	0	100.00	330	1.000
DAKCFMEO_01252	WP_002555987.1	85	85	85	1	85	1	85	6.07e-53	100.000	0	100.00	157	1.000
DAKCFMEO_02674	WP_002556012.1	60	64	66	1	59	1	60	5.75e-20	60.000	23	75.00	72.4	0.938
DAKCFMEO_01747	WP_002556144.1	158	159	160	1	158	1	158	4.03e-105	89.241	17	94.30	295	0.994
DAKCFMEO_03513	WP_003176422.1	228	228	228	1	228	1	228	6.29e-169	100.000	0	100.00	461	1.000
DAKCFMEO_00371	WP_003304675.1	97	97	97	1	97	1	97	4.95e-65	98.969	1	100.00	188	1.000
DAKCFMEO_00399	WP_003313553.1	360	360	360	1	360	1	360	0.0	99.167	3	100.00	714	1.000
DAKCFMEO_00425	WP_003313577.1	305	305	305	1	305	1	305	0.0	99.016	3	100.00	631	1.000
DAKCFMEO_03604	WP_003313894.1	155	155	155	1	155	1	155	1.77e-112	100.000	0	100.00	313	1.000
DAKCFMEO_01752	WP_003314356.1	157	157	157	1	157	1	157	1.48e-100	84.076	25	92.36	283	1.000
DAKCFMEO_02299	WP_003314637.1	175	175	175	1	175	1	175	1.13e-124	98.286	3	98.29	345	1.000
DAKCFMEO_02668	WP_003315067.1	161	161	161	1	161	1	161	5.17e-117	99.379	1	100.00	325	1.000
DAKCFMEO_02617	WP_003315128.1	92	92	92	1	92	1	92	9.01e-63	95.652	4	97.83	182	1.000
DAKCFMEO_04092	WP_003315315.1	279	279	279	1	279	1	279	0.0	96.057	11	98.92	555	1.000
DAKCFMEO_00777	WP_003315600.1	74	74	74	1	74	1	74	5.54e-50	95.946	3	98.65	149	1.000
DAKCFMEO_04680	WP_003315798.1	77	77	77	1	77	1	77	6.53e-51	97.403	2	98.70	151	1.000
DAKCFMEO_03524	WP_003317099.1	166	166	166	1	166	1	166	3.22e-120	98.795	2	100.00	333	1.000
DAKCFMEO_03497	WP_003317112.1	231	231	231	1	231	1	231	6.20e-164	96.970	7	99.13	449	1.000
DAKCFMEO_03495	WP_003317113.1	177	177	177	1	177	1	177	7.28e-131	100.000	0	100.00	361	1.000
DAKCFMEO_04878	WP_003317208.1	148	148	148	1	148	1	148	2.80e-103	99.324	1	100.00	289	1.000
DAKCFMEO_03086	WP_003317528.1	126	126	126	1	126	1	126	4.32e-90	98.413	2	99.21	254	1.000
DAKCFMEO_03084	WP_003317531.1	298	298	298	1	298	1	298	0.0	99.329	2	99.33	598	1.000
DAKCFMEO_03082	WP_003317532.1	200	200	200	1	200	1	200	1.82e-146	99.500	1	99.50	402	1.000
DAKCFMEO_03081	WP_003317533.1	181	181	181	1	181	1	181	4.80e-135	99.448	1	99.45	372	1.000
DAKCFMEO_01994	WP_003318100.1	301	301	301	1	301	1	301	0.0	100.000	0	100.00	612	1.000
DAKCFMEO_03404	WP_003318204.1	60	60	60	1	60	1	60	4.55e-37	91.667	5	95.00	115	1.000
DAKCFMEO_01574	WP_003340324.1	163	163	163	1	163	1	163	5.77e-116	98.160	3	98.77	322	1.000
DAKCFMEO_00537	WP_003344603.1	92	92	92	1	92	1	92	1.47e-61	100.000	0	100.00	179	1.000
DAKCFMEO_00752	WP_003346101.1	114	114	114	1	114	1	114	5.95e-80	97.368	3	98.25	227	1.000
DAKCFMEO_00304	WP_003363851.1	283	283	283	1	283	1	283	0.0	98.940	3	99.29	580	1.000
DAKCFMEO_02749	WP_003365425.1	66	66	66	1	66	1	66	1.69e-37	86.364	9	93.94	116	1.000
DAKCFMEO_00812	WP_003367017.1	177	177	177	1	177	1	177	2.34e-127	99.435	1	100.00	352	1.000
DAKCFMEO_04778	WP_003368676.1	385	389	385	1	385	1	385	0.0	98.182	7	99.22	785	0.990
DAKCFMEO_04732	WP_003373184.1	233	233	233	1	233	1	233	5.75e-171	98.283	4	100.00	467	1.000
DAKCFMEO_02343	WP_003373273.1	562	556	562	1	556	1	562	0.0	98.043	5	98.75	1093	1.011
DAKCFMEO_02334	WP_003373291.1	159	159	157	1	159	1	157	2.15e-96	86.164	20	90.57	273	1.000
DAKCFMEO_02331	WP_003373297.1	189	189	189	1	189	1	189	1.09e-138	100.000	0	100.00	382	1.000
DAKCFMEO_00755	WP_003373331.1	128	132	130	1	128	1	128	1.83e-58	67.969	41	82.03	174	0.970
DAKCFMEO_00759	WP_003373338.1	130	130	130	1	130	1	130	1.39e-71	94.615	7	96.15	207	1.000
DAKCFMEO_00760	WP_003373339.1	104	104	104	1	104	1	104	2.14e-65	90.385	10	96.15	190	1.000
DAKCFMEO_02144	WP_003373363.1	107	110	109	4	110	3	109	7.53e-66	85.047	16	92.52	191	0.973
DAKCFMEO_04035	WP_003373489.1	91	91	91	1	91	1	91	1.63e-63	98.901	1	98.90	184	1.000
DAKCFMEO_01469	WP_003375709.1	217	217	217	1	217	1	217	2.06e-111	73.733	57	86.18	315	1.000
DAKCFMEO_01470	WP_003375712.1	84	86	88	1	84	1	84	1.14e-37	67.857	27	85.71	119	0.977
DAKCFMEO_03011	WP_003375846.1	295	295	295	1	295	1	295	0.0	97.966	6	99.66	583	1.000
DAKCFMEO_03010	WP_003375849.1	110	110	110	1	110	1	110	6.78e-73	94.545	6	97.27	209	1.000
DAKCFMEO_03005	WP_003375857.1	298	298	298	1	298	1	298	0.0	95.638	13	98.99	577	1.000
DAKCFMEO_03001	WP_003375863.1	76	76	74	1	76	1	74	7.95e-40	81.579	12	86.84	123	1.000
DAKCFMEO_02985	WP_003375894.1	489	489	489	1	489	1	489	0.0	96.524	17	98.36	983	1.000
DAKCFMEO_02984	WP_003375897.1	288	288	288	1	288	1	288	0.0	98.264	5	99.65	581	1.000
DAKCFMEO_02979	WP_003375907.1	302	302	302	1	302	1	302	0.0	96.026	12	97.35	579	1.000
DAKCFMEO_02973	WP_003375919.1	333	333	333	1	333	1	333	0.0	98.799	4	100.00	685	1.000
DAKCFMEO_02967	WP_003375928.1	149	156	152	1	149	1	149	5.54e-95	87.919	18	93.29	268	0.955
DAKCFMEO_03302	WP_003375972.1	373	373	375	1	373	1	373	0.0	86.059	52	93.30	657	1.000
DAKCFMEO_02729	WP_003376021.1	464	464	464	1	464	1	464	0.0	98.707	6	99.57	948	1.000
DAKCFMEO_02735	WP_003376036.1	470	470	470	1	470	1	470	0.0	91.277	41	94.89	868	1.000
DAKCFMEO_02742	WP_003376052.1	222	222	222	1	222	1	222	9.97e-152	92.342	17	95.50	417	1.000
DAKCFMEO_04526	WP_003376124.1	291	291	288	1	291	1	288	0.0	91.065	23	93.47	503	1.000
DAKCFMEO_04485	WP_003376162.1	338	338	338	1	338	1	338	0.0	98.225	6	99.70	687	1.000
DAKCFMEO_04379	WP_003376205.1	202	202	202	1	202	1	202	2.17e-146	95.050	10	98.02	402	1.000
DAKCFMEO_04367	WP_003376227.1	70	70	71	1	69	1	70	1.50e-42	91.429	5	95.71	129	1.000
DAKCFMEO_04343	WP_003376264.1	90	90	90	1	90	1	90	6.44e-54	91.111	8	94.44	160	1.000
DAKCFMEO_04342	WP_003376266.1	266	266	266	1	266	1	266	0.0	98.120	5	98.87	524	1.000
DAKCFMEO_04318	WP_003376303.1	314	314	314	1	314	1	314	0.0	96.815	10	98.73	606	1.000
DAKCFMEO_04864	WP_003376366.1	291	291	291	1	291	1	291	0.0	97.595	7	98.63	590	1.000
DAKCFMEO_04858	WP_003376376.1	205	205	205	1	205	1	205	4.94e-147	97.073	6	99.02	404	1.000
DAKCFMEO_04852	WP_003376387.1	179	177	179	1	177	1	179	7.45e-121	92.737	11	95.53	336	1.011
DAKCFMEO_04845	WP_003376398.1	421	421	421	1	421	1	421	0.0	94.774	22	96.20	819	1.000
DAKCFMEO_04834	WP_003376420.1	286	286	286	1	286	1	286	0.0	95.804	12	98.25	560	1.000
DAKCFMEO_03610	WP_003376558.1	386	386	386	1	386	1	386	0.0	97.150	11	98.70	784	1.000
DAKCFMEO_03615	WP_003376569.1	51	51	51	1	51	1	51	2.21e-29	92.157	4	96.08	95.1	1.000
DAKCFMEO_04813	WP_003376591.1	108	108	108	1	108	1	108	3.96e-75	97.222	3	98.15	215	1.000
DAKCFMEO_04812	WP_003376593.1	182	182	182	1	182	1	182	3.32e-118	95.055	9	97.25	330	1.000
DAKCFMEO_04804	WP_003376603.1	487	487	487	1	487	1	487	0.0	97.125	14	98.97	978	1.000
DAKCFMEO_04802	WP_003376607.1	159	159	159	1	159	1	159	1.37e-113	96.855	5	98.74	316	1.000
DAKCFMEO_04799	WP_003376614.1	139	139	139	1	139	1	139	2.38e-94	94.245	8	98.56	266	1.000
DAKCFMEO_03960	WP_003376691.1	82	82	86	1	82	1	82	1.90e-54	89.024	9	100.00	160	1.000
DAKCFMEO_03973	WP_003376717.1	321	321	321	1	321	1	321	0.0	89.408	34	93.77	591	1.000
DAKCFMEO_00828	WP_003376859.1	146	146	146	1	146	1	146	5.56e-96	92.466	11	95.21	270	1.000
DAKCFMEO_03824	WP_003376912.1	216	236	222	1	216	1	216	4.22e-108	70.833	63	79.63	308	0.915
DAKCFMEO_00893	WP_003376950.1	201	201	201	1	201	1	201	1.95e-128	92.040	16	95.02	357	1.000
DAKCFMEO_01045	WP_003376994.1	289	289	289	1	289	1	289	3.34e-176	93.426	19	97.92	485	1.000
DAKCFMEO_01053	WP_003377005.1	321	321	321	1	321	1	321	0.0	95.950	13	99.38	617	1.000
DAKCFMEO_04914	WP_003377107.1	633	634	634	1	633	1	633	0.0	99.052	6	100.00	1296	0.998
DAKCFMEO_04924	WP_003377111.1	150	150	150	1	150	1	150	1.17e-109	98.000	3	98.67	305	1.000
DAKCFMEO_04925	WP_003377112.1	205	205	205	1	205	1	205	1.19e-135	85.366	30	93.66	375	1.000
DAKCFMEO_04935	WP_003377120.1	318	320	318	1	318	1	318	0.0	93.711	20	96.54	613	0.994
DAKCFMEO_04945	WP_003377131.1	585	585	585	1	585	1	585	0.0	99.316	4	99.83	1209	1.000
DAKCFMEO_04956	WP_003377141.1	881	881	881	1	881	1	881	0.0	97.957	18	99.43	1802	1.000
DAKCFMEO_05001	WP_003377196.1	121	121	121	1	121	1	121	4.24e-85	97.521	3	99.17	241	1.000
DAKCFMEO_05003	WP_003377199.1	317	319	319	1	317	1	317	0.0	96.845	10	98.11	633	0.994
DAKCFMEO_05006	WP_003377205.1	145	146	146	1	145	1	145	1.87e-98	91.724	12	95.17	276	0.993
DAKCFMEO_05012	WP_003377212.1	344	344	344	1	344	1	344	0.0	95.930	14	98.55	680	1.000
DAKCFMEO_05015	WP_003377215.1	196	196	196	1	196	1	196	6.40e-126	92.857	14	97.45	350	1.000
DAKCFMEO_05017	WP_003377217.1	206	206	206	1	206	1	206	3.01e-154	97.087	6	99.51	422	1.000
DAKCFMEO_02046	WP_003377258.1	224	224	224	1	224	1	224	8.58e-147	87.054	29	94.64	405	1.000
DAKCFMEO_02845	WP_003377314.1	344	344	344	1	344	1	344	0.0	94.767	18	97.67	674	1.000
DAKCFMEO_02802	WP_003377457.1	142	142	142	1	142	1	142	8.91e-87	90.141	14	95.77	247	1.000
DAKCFMEO_01713	WP_003377470.1	92	95	94	1	92	1	92	2.40e-46	72.826	25	88.04	141	0.968
DAKCFMEO_01706	WP_003377471.1	160	160	160	1	160	1	160	1.93e-115	96.250	6	98.75	321	1.000
DAKCFMEO_01699	WP_003377479.1	187	187	187	1	187	1	187	1.61e-121	95.722	8	99.47	338	1.000
DAKCFMEO_01697	WP_003377482.1	380	379	380	1	379	1	380	0.0	98.158	6	98.68	752	1.003
DAKCFMEO_01692	WP_003377487.1	102	102	103	1	102	1	102	6.77e-67	94.118	6	96.08	193	1.000
DAKCFMEO_01682	WP_003377503.1	845	844	841	1	844	1	841	0.0	95.976	29	97.04	1513	1.001
DAKCFMEO_01681	WP_003377505.1	138	138	138	1	138	1	138	7.91e-92	92.029	11	95.65	259	1.000
DAKCFMEO_01678	WP_003377508.1	701	701	701	1	701	1	701	0.0	97.860	15	99.29	1394	1.000
DAKCFMEO_00461	WP_003377527.1	163	163	163	1	163	1	163	3.48e-110	97.546	4	98.77	308	1.000
DAKCFMEO_00459	WP_003377531.1	485	485	485	1	485	1	485	0.0	98.763	6	99.38	972	1.000
DAKCFMEO_00455	WP_003377535.1	173	173	173	1	173	1	173	4.53e-123	97.688	4	99.42	341	1.000
DAKCFMEO_00447	WP_003377548.1	90	90	90	1	90	1	90	1.59e-56	90.000	9	95.56	166	1.000
DAKCFMEO_00446	WP_003377550.1	285	285	285	1	285	1	285	0.0	95.439	13	96.84	558	1.000
DAKCFMEO_00444	WP_003377554.1	102	102	102	1	102	1	102	3.68e-70	99.020	1	99.02	202	1.000
DAKCFMEO_00443	WP_003377556.1	489	489	497	1	489	9	497	0.0	97.955	10	99.18	988	1.000
DAKCFMEO_00435	WP_003377572.1	155	155	155	1	155	1	155	4.70e-89	93.548	10	97.42	254	1.000
DAKCFMEO_00432	WP_003377577.1	79	79	79	1	79	1	79	2.27e-52	89.873	8	96.20	155	1.000
DAKCFMEO_00427	WP_003377590.1	374	386	386	1	374	1	374	0.0	95.722	16	98.40	702	0.969
DAKCFMEO_00426	WP_003377592.1	252	252	252	1	252	1	252	0.0	96.032	10	98.81	501	1.000
DAKCFMEO_00421	WP_003377598.1	209	231	209	23	231	1	209	3.41e-139	92.344	16	96.17	386	0.905
DAKCFMEO_00417	WP_003377605.1	142	142	142	1	142	1	142	4.38e-103	98.592	2	98.59	288	1.000
DAKCFMEO_00411	WP_003377610.1	138	138	137	1	138	1	137	8.33e-78	92.029	10	95.65	224	1.000
DAKCFMEO_00392	WP_003377649.1	418	418	418	1	418	1	418	0.0	98.565	6	99.52	831	1.000
DAKCFMEO_00390	WP_003377651.1	303	303	303	1	303	1	303	0.0	98.680	4	99.67	610	1.000
DAKCFMEO_00389	WP_003377653.1	151	151	151	1	151	1	151	4.51e-104	94.702	8	98.01	291	1.000
DAKCFMEO_03264	WP_003377687.1	85	85	85	1	85	1	85	5.08e-60	97.647	2	98.82	175	1.000
DAKCFMEO_03251	WP_003377703.1	180	180	180	1	180	1	180	1.45e-132	98.333	3	98.89	365	1.000
DAKCFMEO_03245	WP_003377717.1	177	178	178	1	177	1	177	2.57e-116	89.831	18	94.35	324	0.994
DAKCFMEO_03205	WP_003377783.1	344	344	344	1	344	1	344	0.0	94.186	20	97.09	664	1.000
DAKCFMEO_03204	WP_003377785.1	115	115	115	1	115	1	115	1.61e-80	93.043	8	97.39	229	1.000
